Gene,Coefficient,Abs_Coefficient
ENSG00000173678,-0.034882224743999116,0.034882224743999116
ENSG00000095981,-0.0348770713790154,0.0348770713790154
ENSG00000172399,-0.03479921588279425,0.03479921588279425
ENSG00000112077,0.03475218160228419,0.03475218160228419
ENSG00000233670,0.034705128923858235,0.034705128923858235
ENSG00000198178,0.03469661629223981,0.03469661629223981
ENSG00000171501,-0.03464019513637784,0.03464019513637784
ENSG00000164821,0.03460168211038642,0.03460168211038642
ENSG00000185875,-0.034543812506747526,0.034543812506747526
ENSG00000146373,-0.03452453611334341,0.03452453611334341
ENSG00000125888,-0.03449953510060285,0.03449953510060285
ENSG00000133636,0.03449792529730707,0.03449792529730707
ENSG00000167633,-0.03438101638983921,0.03438101638983921
ENSG00000168348,-0.034291318827144715,0.034291318827144715
ENSG00000187918,0.0342687876912367,0.0342687876912367
ENSG00000187747,-0.03423599636363535,0.03423599636363535
ENSG00000156097,-0.03417000215389125,0.03417000215389125
ENSG00000158553,-0.0340884553679817,0.0340884553679817
ENSG00000170777,-0.03401806609931044,0.03401806609931044
ENSG00000173826,0.034008928599369284,0.034008928599369284
ENSG00000258597,0.03399328952434728,0.03399328952434728
ENSG00000126583,0.03396525388450099,0.03396525388450099
ENSG00000069206,0.03386337702787686,0.03386337702787686
ENSG00000164853,-0.033753207778104075,0.033753207778104075
ENSG00000095777,-0.03373919277646659,0.03373919277646659
ENSG00000141255,-0.03368959895888366,0.03368959895888366
ENSG00000169181,0.03367918938867898,0.03367918938867898
ENSG00000130988,-0.03366061256455894,0.03366061256455894
ENSG00000178163,0.033655790235665825,0.033655790235665825
ENSG00000152093,-0.033655640151137346,0.033655640151137346
ENSG00000205238,-0.03363189321621718,0.03363189321621718
ENSG00000117226,-0.03358383135078699,0.03358383135078699
ENSG00000198674,0.03351307259169178,0.03351307259169178
ENSG00000198822,-0.03350411768945833,0.03350411768945833
ENSG00000165076,0.033493663974626914,0.033493663974626914
ENSG00000065154,0.033468285532990465,0.033468285532990465
ENSG00000134489,-0.033464137937148364,0.033464137937148364
ENSG00000170935,0.03344441905930552,0.03344441905930552
ENSG00000137869,-0.03343473203709486,0.03343473203709486
